Fecha Local,Fecha UTC,Latitud,Longitud,Profundidad [Km],Magnitud,Referencia Geográfica
2022-01-08 06:03:38,2022-01-08 09:03:38,-26.705,-71.008,20.0,3.8 Ml, 44 km al NO de Caldera
2022-01-08 06:00:03,2022-01-08 09:00:03,-23.858,-67.076,231.3,3.5 Ml, 88 km al E de Socaire
2022-01-08 05:08:09,2022-01-08 08:08:09,-26.726,-70.993,22.7,2.5 Ml, 42 km al NO de Caldera
2022-01-08 04:34:44,2022-01-08 07:34:44,-26.735,-71.172,33.7,3.6 Ml, 51 km al NO de Caldera
2022-01-08 02:53:09,2022-01-08 05:53:09,-26.712,-71.227,32.5,3.5 Ml, 56 km al NO de Caldera
2022-01-08 11:05:59,2022-01-08 14:05:59,-26.708,-71.263,38.6,2.5 Ml, 59 km al NO de Caldera
2022-01-08 02:50:18,2022-01-08 05:50:18,-26.707,-71.235,27.0,2.8 Ml, 57 km al NO de Caldera
2022-01-08 01:35:56,2022-01-08 04:35:56,-26.65,-71.308,40.9,3.9 Ml, 67 km al NO de Caldera
2022-01-08 01:29:27,2022-01-08 04:29:27,-26.689,-71.251,26.6,2.9 Ml, 60 km al NO de Caldera
2022-01-08 01:01:12,2022-01-08 04:01:12,-26.718,-71.133,15.0,3.6 Ml, 50 km al NO de Caldera
2022-01-08 00:59:59,2022-01-08 03:59:59,-26.711,-71.188,26.2,3.4 Ml, 54 km al NO de Caldera
2022-01-08 00:50:11,2022-01-08 03:50:11,-26.609,-71.345,33.0,2.7 Ml, 73 km al NO de Caldera
2022-01-08 00:45:12,2022-01-08 03:45:12,-26.697,-71.095,27.5,3.5 Ml, 49 km al NO de Caldera
2022-01-08 00:24:09,2022-01-08 03:24:09,-26.707,-71.252,15.1,5.6 Mw, 58 km al NO de Caldera
2022-01-08 00:22:21,2022-01-08 03:22:21,-26.721,-71.182,30.0,4.4 Ml, 52 km al NO de Caldera
2022-01-08 06:03:37,2022-01-08 09:03:37,-26.618,-71.396,33.0,4.2 Ml, 76 km al NO de Caldera
2022-01-08 04:34:44,2022-01-08 07:34:44,-26.695,-71.33,33.0,3.8 Ml, 65 km al NO de Caldera
2022-01-07 09:08:13,2022-01-07 12:08:13,-22.256,-68.769,116.7,3.5 Ml, 29 km al NE de Calama
2022-01-08 01:35:55,2022-01-08 04:35:55,-26.724,-71.561,31.0,3.8 Ml, 83 km al NO de Caldera
2022-01-07 03:21:33,2022-01-07 06:21:33,-23.691,-68.635,109.2,3.6 Ml, 77 km al NE de Mina La Escondida.
2022-01-08 00:45:11,2022-01-08 03:45:11,-26.7,-71.282,33.0,3.7 Ml, 61 km al NO de Caldera
2022-01-06 22:06:49,2022-01-07 01:06:49,-23.898,-66.782,206.0,3.8 Ml, 118 km al E de Socaire
2022-01-08 00:22:21,2022-01-08 03:22:21,-26.632,-71.181,33.0,5.0 Ml, 60 km al NO de Caldera
2022-01-06 21:20:19,2022-01-07 00:20:19,-26.723,-70.958,14.5,2.7 Ml, 41 km al N de Caldera
2022-01-06 14:43:40,2022-01-06 17:43:40,-22.461,-67.936,195.0,4.3 Ml, 58 km al NE de San Pedro de Atacama
2022-01-06 08:02:33,2022-01-06 11:02:33,-23.434,-66.89,205.9,2.7 Ml, 103 km al E de Socaire
2022-01-06 02:29:16,2022-01-06 05:29:16,-24.031,-67.38,245.0,2.8 Ml, 71 km al SE de Socaire
2022-01-06 00:56:57,2022-01-06 03:56:57,-22.474,-68.779,114.2,2.6 Ml, 16 km al E de Calama
2022-01-05 22:55:44,2022-01-06 01:55:44,-24.185,-67.089,202.3,3.9 Ml, 105 km al SE de Socaire
2022-01-05 22:50:59,2022-01-06 01:50:59,-23.406,-68.282,123.2,3.1 Ml, 45 km al NO de Socaire
2022-01-05 17:47:02,2022-01-05 20:47:02,-22.771,-68.861,99.6,2.9 Ml, 34 km al S de Calama
2022-01-05 13:39:11,2022-01-05 16:39:11,-23.559,-68.265,118.5,2.6 Ml, 38 km al O de Socaire
2022-01-05 10:50:31,2022-01-05 13:50:31,-24.085,-68.073,165.3,2.9 Ml, 58 km al S de Socaire
2022-01-05 07:38:09,2022-01-05 10:38:09,-24.105,-67.171,182.0,3.3 Ml, 93 km al SE de Socaire
2022-01-05 02:59:33,2022-01-05 05:59:33,-22.414,-68.671,123.6,2.9 Ml, 27 km al E de Calama
2022-01-04 15:02:38,2022-01-04 18:02:38,-23.762,-68.882,97.3,2.9 Ml, 59 km al N de Mina La Escondida.
2022-01-04 08:20:50,2022-01-04 11:20:50,-21.811,-70.373,31.0,2.9 Ml, 36 km al NO de Tocopilla
2022-01-04 07:04:33,2022-01-04 10:04:33,-23.121,-67.277,245.8,2.8 Ml, 81 km al NE de Socaire
2022-01-04 05:43:02,2022-01-04 08:43:02,-22.597,-69.0,86.4,2.5 Ml, 16 km al SO de Calama
2022-01-03 16:43:02,2022-01-03 19:43:02,-22.359,-69.811,55.3,2.5 Ml, 15 km al O de María Elena
2022-01-03 13:44:38,2022-01-03 16:44:38,-22.913,-66.845,284.5,4.2 Mw, 131 km al NE de Socaire
2022-01-03 06:54:42,2022-01-03 09:54:42,-22.317,-68.51,126.2,3.0 Ml, 46 km al E de Calama
2022-01-03 03:17:40,2022-01-03 06:17:40,-22.141,-68.585,123.6,2.5 Ml, 51 km al NE de Calama
2022-01-03 02:55:20,2022-01-03 05:55:20,-23.995,-67.419,220.2,3.2 Ml, 66 km al SE de Socaire
2022-01-03 00:49:00,2022-01-03 03:49:00,-25.453,-70.777,25.3,3.3 Ml, 30 km al O de Taltal
2022-01-02 22:12:17,2022-01-03 01:12:17,-21.803,-68.538,137.2,2.8 Ml, 71 km al SO de Ollagüe
2022-01-02 20:45:40,2022-01-02 23:45:40,-22.891,-68.299,149.4,3.1 Ml, 11 km al O de San Pedro de Atacama
2022-01-02 19:43:49,2022-01-02 22:43:49,-24.146,-66.922,200.3,3.7 Ml, 116 km al SE de Socaire
2022-01-02 13:55:16,2022-01-02 16:55:16,-25.839,-70.729,28.5,3.3 Ml, 54 km al SO de Taltal
2022-01-02 10:03:21,2022-01-02 13:03:21,-23.804,-67.252,230.4,3.0 Ml, 69 km al E de Socaire
2022-01-01 18:26:14,2022-01-01 21:26:14,-24.323,-67.312,175.4,3.3 Ml, 100 km al SE de Socaire
2022-01-01 13:44:10,2022-01-01 16:44:10,-24.193,-67.538,193.1,3.4 Ml, 76 km al SE de Socaire
2022-01-01 13:32:14,2022-01-01 16:32:14,-22.123,-68.714,104.3,3.0 Ml, 45 km al NE de Calama
2022-01-01 08:41:46,2022-01-01 11:41:46,-21.764,-68.452,139.2,2.7 Ml, 63 km al S de Ollagüe
2022-01-01 07:52:25,2022-01-01 10:52:25,-24.245,-67.713,217.4,3.8 Ml, 75 km al S de Socaire
2022-01-01 05:04:18,2022-01-01 08:04:18,-21.997,-69.169,89.2,3.7 Ml, 53 km al SE de Quillagua
2021-12-31 12:54:10,2021-12-31 15:54:10,-24.179,-69.579,85.1,3.9 Ml, 54 km al O de Mina La Escondida.
2021-12-30 20:02:54,2021-12-30 23:02:54,-24.07,-67.399,218.3,3.5 Ml, 73 km al SE de Socaire
2021-12-30 12:54:19,2021-12-30 15:54:19,-23.036,-71.033,31.6,2.8 Ml, 60 km al O de Mejillones
2021-12-30 11:30:47,2021-12-30 14:30:47,-22.998,-70.906,30.7,3.1 Ml, 48 km al O de Mejillones
2021-12-29 10:48:25,2021-12-29 13:48:25,-22.234,-68.697,109.8,2.7 Ml, 36 km al NE de Calama
2021-12-29 09:51:48,2021-12-29 12:51:48,-22.404,-68.78,118.0,2.6 Ml, 17 km al NE de Calama
2021-12-29 06:38:12,2021-12-29 09:38:12,-23.86,-68.103,138.3,4.2 Ml, 37 km al SO de Socaire
2021-12-29 05:22:12,2021-12-29 08:22:12,-22.104,-68.856,120.4,2.7 Ml, 41 km al N de Calama
2021-12-29 01:32:10,2021-12-29 04:32:10,-23.975,-67.417,238.1,3.0 Ml, 64 km al SE de Socaire
2021-12-29 01:28:40,2021-12-29 04:28:40,-23.928,-67.126,186.1,2.9 Ml, 86 km al SE de Socaire
2021-12-29 06:38:12,2021-12-29 09:38:12,-23.86,-68.10300000000001,138.3,4.2 Ml, 37 km al SO de Socaire
2021-12-29 05:22:12,2021-12-29 08:22:12,-22.104,-68.85600000000001,120.4,2.7 Ml, 41 km al N de Calama
2021-12-29 00:43:22,2021-12-29 03:43:22,-21.943,-68.891,121.2,2.6 Ml, 59 km al N de Calama
2021-12-29 00:23:49,2021-12-29 03:23:49,-24.05,-67.32600000000001,214.7,3.5 Ml, 77 km al SE de Socaire
2021-12-04 03:28:58,2021-12-04 06:28:58,-24.13,-67.20100000000001,187.2,3.2 Ml, 92 km al SE de Socaire
2021-12-03 23:59:45,2021-12-04 02:59:45,-24.271,-67.6,224.6,2.7 Ml, 81 km al SE de Socaire
2021-12-03 22:38:56,2021-12-04 01:38:56,-24.022,-67.569,252.2,3.1 Ml, 58 km al SE de Socaire
2021-12-03 20:16:17,2021-12-03 23:16:17,-22.055,-67.734,220.8,3.2 Ml, 107 km al SE de Ollagüe
2021-12-03 18:01:24,2021-12-03 21:01:24,-26.267,-69.51100000000001,13.5,2.8 Ml, 11 km al E de El Salvador
2021-12-02 13:30:21,2021-12-02 16:30:21,-24.167,-67.589,206.7,3.0 Ml, 71 km al SE de Socaire
2021-12-02 09:19:17,2021-12-02 12:19:17,-24.424,-68.107,244.4,2.7 Ml, 95 km al S de Socaire
2021-12-02 08:39:06,2021-12-02 11:39:06,-22.158,-67.575,209.4,3.0 Ml, 106 km al NE de San Pedro de Atacama
2021-12-02 07:29:10,2021-12-02 10:29:10,-22.022,-67.741,220.0,2.9 Ml, 103 km al SE de Ollagüe
2021-12-02 04:30:31,2021-12-02 07:30:31,-23.001,-69.316,86.6,3.0 Ml, 11 km al S de Sierra Gorda.
2021-12-02 03:09:05,2021-12-02 06:09:05,-24.104,-69.938,58.0,3.8 Ml, 70 km al SE de Antofagasta
2021-12-01 21:13:03,2021-12-02 00:13:03,-23.739,-66.811,216.7,3.6 Ml, 111 km al E de Socaire
2021-12-01 18:58:10,2021-12-01 21:58:10,-23.766,-68.024,190.3,3.0 Ml, 24 km al SO de Socaire
2021-12-01 17:45:17,2021-12-01 20:45:17,-22.781,-69.016,111.9,2.6 Ml, 36 km al S de Calama
2021-12-01 16:42:32,2021-12-01 19:42:32,-22.683000000000003,-67.916,195.5,3.1 Ml, 39 km al NE de San Pedro de Atacama
2021-12-01 09:06:38,2021-12-01 12:06:38,-21.839,-68.717,134.6,2.8 Ml, 74 km al N de Calama
2021-12-01 08:46:46,2021-12-01 11:46:46,-22.68,-68.637,116.3,3.5 Ml, 38 km al SE de Calama
2021-11-30 10:44:04,2021-11-30 13:44:04,-21.777,-68.624,105.1,3.1 Ml, 72 km al SO de Ollagüe
2021-11-30 08:38:07,2021-11-30 11:38:07,-24.705,-69.446,96.9,3.1 Ml, 62 km al SO de Mina La Escondida.
2021-11-30 08:14:43,2021-11-30 11:14:43,-24.718000000000004,-69.432,92.2,4.2 Ml, 63 km al SO de Mina La Escondida.
2021-11-30 05:46:24,2021-11-30 08:46:24,-24.493,-68.936,104.9,2.8 Ml, 28 km al SE de Mina La Escondida.
2021-11-29 22:13:19,2021-11-30 01:13:19,-22.478,-69.455,91.1,4.0 Ml, 26 km al SE de María Elena
2021-11-28 14:09:41,2021-11-28 17:09:41,-21.68,-68.648,119.5,3.4 Ml, 65 km al SO de Ollagüe
2021-11-23 02:59:29,2021-11-23 05:59:29,-21.939,-67.959,125.0,2.7 Ml, 85 km al S de Ollagüe
2021-11-23 02:47:45,2021-11-23 05:47:45,-22.681,-68.959,107.3,2.5 Ml, 24 km al S de Calama
2021-11-22 23:04:14,2021-11-23 02:04:14,-23.947,-68.09899999999999,161.6,3.8 Ml, 45 km al SO de Socaire
2021-11-22 22:37:05,2021-11-23 01:37:05,-21.827,-67.48100000000001,229.5,3.8 Ml, 104 km al SE de Ollagüe
2021-11-22 10:37:11,2021-11-22 13:37:11,-23.225,-69.113,95.0,3.6 Ml, 42 km al SE de Sierra Gorda.
2021-11-22 06:54:54,2021-11-22 09:54:54,-22.579,-68.673,115.0,3.4 Ml, 29 km al SE de Calama
2021-11-21 18:36:21,2021-11-21 21:36:21,-21.99,-68.773,127.2,3.6 Ml, 56 km al N de Calama
2021-11-21 10:02:42,2021-11-21 13:02:42,-22.265,-68.855,103.8,3.1 Ml, 24 km al N de Calama
2021-11-21 09:13:11,2021-11-21 12:13:11,-21.766,-68.667,120.5,2.8 Ml, 74 km al SO de Ollagüe
2021-11-21 08:50:59,2021-11-21 11:50:59,-23.94400000000001,-70.42399999999998,27.6,4.7 Ml, 33 km al S de Antofagasta
2021-11-21 08:09:08,2021-11-21 11:09:08,-23.049,-68.583,110.1,3.5 Ml, 42 km al O de San Pedro de Atacama
2021-11-21 05:12:46,2021-11-21 08:12:46,-23.214,-68.273,122.9,3.5 Ml, 34 km al S de San Pedro de Atacama
2021-11-20 22:40:08,2021-11-21 01:40:08,-24.235,-67.598,226.0,3.6 Ml, 78 km al SE de Socaire
2021-11-20 22:29:17,2021-11-21 01:29:17,-23.905,-67.243,205.9,3.2 Ml, 75 km al SE de Socaire
2021-11-20 10:34:03,2021-11-20 13:34:03,-22.8,-70.655,33.0,3.1 Ml, 39 km al NO de Mejillones
2021-11-20 10:31:48,2021-11-20 13:31:48,-22.787,-70.7,30.1,3.4 Ml, 43 km al NO de Mejillones
2021-11-20 02:22:06,2021-11-20 05:22:06,-22.607,-68.453,124.7,3.1 Ml, 43 km al NO de San Pedro de Atacama
2021-11-19 18:41:17,2021-11-19 21:41:17,-23.5,-69.238,94.4,3.0 Ml, 67 km al S de Sierra Gorda.
2021-11-19 13:20:38,2021-11-19 16:20:38,-21.776,-68.467,124.9,3.2 Ml, 65 km al S de Ollagüe
2021-11-19 11:02:08,2021-11-19 14:02:08,-23.873,-68.822,100.9,3.1 Ml, 50 km al NE de Mina La Escondida.
2021-11-19 10:38:44,2021-11-19 13:38:44,-24.0,-67.138,233.4,4.8 Ml, 89 km al SE de Socaire
2021-11-18 13:50:36,2021-11-18 16:50:36,-24.146,-67.53,234.1,3.2 Ml, 72 km al SE de Socaire
2021-11-18 07:30:05,2021-11-18 10:30:05,-23.094,-67.001,246.2,4.5 Mw, 106 km al NE de Socaire
2021-11-18 05:24:46,2021-11-18 08:24:46,-23.862,-68.833,103.9,3.1 Ml, 51 km al NE de Mina La Escondida.
2021-11-18 05:08:58,2021-11-18 08:08:58,-24.259,-67.49600000000001,203.7,2.8 Ml, 85 km al SE de Socaire
2021-11-17 20:32:20,2021-11-17 23:32:20,-24.037,-69.53699999999999,52.0,3.9 Ml, 55 km al NO de Mina La Escondida.
2021-11-17 14:22:22,2021-11-17 17:22:22,-23.48,-67.97,155.8,3.2 Ml, 15 km al NO de Socaire
2021-11-17 12:07:06,2021-11-17 15:07:06,-24.541,-69.55199999999999,86.7,3.1 Ml, 59 km al SO de Mina La Escondida.
2021-11-17 09:47:42,2021-11-17 12:47:42,-21.844,-68.523,123.1,2.6 Ml, 74 km al SO de Ollagüe
2021-11-17 04:16:25,2021-11-17 07:16:25,-24.007,-67.223,228.2,2.5 Ml, 82 km al SE de Socaire
2021-11-16 23:22:54,2021-11-17 02:22:54,-22.035,-68.8,111.5,2.5 Ml, 50 km al N de Calama
2021-11-16 20:33:12,2021-11-16 23:33:12,-24.007,-67.207,254.9,3.8 Ml, 84 km al SE de Socaire
2021-11-16 19:46:44,2021-11-16 22:46:44,-22.946,-69.082,93.8,2.7 Ml, 25 km al E de Sierra Gorda.
2021-11-10 07:51:06,2021-11-10 10:51:06,-24.057,-67.415,207.4,3.9 Ml, 71 km al SE de Socaire
2021-11-10 07:35:24,2021-11-10 10:35:24,-25.08,-70.997,33.7,2.7 Ml, 63 km al NO de Taltal
2021-11-10 04:53:40,2021-11-10 07:53:40,-23.34,-68.176,129.5,3.0 Ml, 40 km al NO de Socaire
2021-11-10 02:48:24,2021-11-10 05:48:24,-25.56900000000001,-69.483,113.0,4.3 Mw, 76 km al N de El Salvador
2021-11-10 00:18:41,2021-11-10 03:18:41,-24.233,-67.372,207.8,3.9 Ml, 89 km al SE de Socaire
2021-11-09 23:18:35,2021-11-10 02:18:35,-22.014,-68.77199999999999,107.1,2.7 Ml, 53 km al N de Calama
2021-11-09 23:08:25,2021-11-10 02:08:25,-21.881,-68.722,113.3,3.3 Ml, 69 km al N de Calama
2021-11-09 20:37:18,2021-11-09 23:37:18,-23.22300000000001,-70.848,42.1,2.8 Ml, 43 km al O de Mejillones
2021-11-09 20:11:05,2021-11-09 23:11:05,-24.232,-67.58800000000001,213.5,2.8 Ml, 78 km al SE de Socaire
2021-11-09 19:03:01,2021-11-09 22:03:01,-24.22,-67.692,217.4,3.6 Ml, 73 km al S de Socaire
2021-11-08 21:53:08,2021-11-09 00:53:08,-23.76,-68.065,127.4,2.9 Ml, 26 km al SO de Socaire
2021-11-08 11:12:51,2021-11-08 14:12:51,-23.924,-67.107,244.9,2.7 Ml, 88 km al SE de Socaire
2021-11-07 19:23:36,2021-11-07 22:23:36,-22.349,-69.266,86.7,2.7 Ml, 37 km al O de Calama
2021-11-07 18:26:23,2021-11-07 21:26:23,-24.097,-67.433,207.1,2.6 Ml, 73 km al SE de Socaire
2021-11-07 17:03:10,2021-11-07 20:03:10,-24.08,-67.392,225.0,3.2 Ml, 74 km al SE de Socaire
2021-11-07 10:32:48,2021-11-07 13:32:48,-23.881,-67.153,244.0,3.0 Ml, 82 km al E de Socaire
2021-11-07 08:18:57,2021-11-07 11:18:57,-23.183000000000003,-67.219,248.5,3.3 Ml, 82 km al NE de Socaire
2021-11-07 07:12:31,2021-11-07 10:12:31,-25.471,-69.71600000000001,83.8,4.2 Ml, 78 km al E de Taltal
2021-11-06 02:32:31,2021-11-06 05:32:31,-24.251,-67.149,191.0,3.5 Ml, 105 km al SE de Socaire
2021-11-06 02:21:53,2021-11-06 05:21:53,-22.011,-68.774,107.2,3.0 Ml, 54 km al N de Calama
2021-11-06 00:25:50,2021-11-06 03:25:50,-23.903,-67.07600000000001,207.9,3.1 Ml, 90 km al E de Socaire
2021-11-05 07:49:20,2021-11-05 10:49:20,-22.033,-68.889,109.4,2.5 Ml, 49 km al N de Calama
2021-11-05 05:19:27,2021-11-05 08:19:27,-23.949,-67.316,249.8,3.5 Ml, 71 km al SE de Socaire
2021-11-05 03:40:08,2021-11-05 06:40:08,-22.886,-69.122,101.1,3.1 Ml, 20 km al E de Sierra Gorda.
2021-11-04 23:33:31,2021-11-05 02:33:31,-24.073,-67.273,214.2,3.5 Ml, 83 km al SE de Socaire
2021-11-04 23:30:49,2021-11-05 02:30:49,-23.886,-66.775,207.8,3.9 Ml, 118 km al E de Socaire
2021-11-04 21:54:33,2021-11-05 00:54:33,-22.931,-67.07600000000001,205.0,3.2 Ml, 111 km al NE de Socaire
2021-11-04 18:11:52,2021-11-04 21:11:52,-21.705,-68.676,131.3,2.7 Ml, 69 km al SO de Ollagüe
2021-11-01 02:37:52,2021-11-01 05:37:52,-22.971,-68.848,98.1,2.5 Ml, 49 km al E de Sierra Gorda.
2021-10-31 23:57:45,2021-11-01 02:57:45,-24.231,-67.3,180.0,3.4 Ml, 93 km al SE de Socaire
2021-10-31 23:10:32,2021-11-01 02:10:32,-23.761,-66.80199999999999,202.3,2.9 Ml, 112 km al E de Socaire
2021-10-31 21:47:12,2021-11-01 00:47:12,-24.217,-67.309,180.3,3.4 Ml, 91 km al SE de Socaire
2021-10-31 20:49:40,2021-10-31 23:49:40,-23.45300000000001,-68.795,119.5,3.4 Ml, 81 km al SE de Sierra Gorda.
2021-10-29 21:00:50,2021-10-30 00:00:50,-23.952,-69.293,86.9,2.9 Ml, 43 km al NO de Mina La Escondida.
2021-10-29 18:40:05,2021-10-29 21:40:05,-24.118,-67.273,208.3,3.3 Ml, 86 km al SE de Socaire
2021-10-29 13:17:38,2021-10-29 16:17:38,-23.012,-68.756,104.5,2.5 Ml, 58 km al O de San Pedro de Atacama
2021-10-29 09:55:14,2021-10-29 12:55:14,-24.14,-68.692,115.1,2.9 Ml, 40 km al E de Mina La Escondida.
2021-10-26 08:52:34,2021-10-26 11:52:34,-22.824,-68.51100000000001,111.2,3.1 Ml, 34 km al O de San Pedro de Atacama
2021-10-26 07:38:32,2021-10-26 10:38:32,-24.053,-69.40899999999999,77.6,2.7 Ml, 43 km al NO de Mina La Escondida.
2021-10-26 06:16:52,2021-10-26 09:16:52,-25.355,-69.90899999999999,80.5,2.6 Ml, 58 km al E de Taltal
2021-10-26 00:39:59,2021-10-26 03:39:59,-22.972,-69.146,112.2,2.6 Ml, 19 km al SE de Sierra Gorda.
2021-10-25 22:31:07,2021-10-26 01:31:07,-23.933000000000003,-67.491,209.8,2.6 Ml, 56 km al SE de Socaire
2021-10-25 20:04:18,2021-10-25 23:04:18,-22.317,-67.759,189.7,3.3 Ml, 81 km al NE de San Pedro de Atacama
2021-10-25 19:30:49,2021-10-25 22:30:49,-22.282,-67.77600000000001,193.1,3.3 Ml, 83 km al NE de San Pedro de Atacama
2021-10-25 18:07:03,2021-10-25 21:07:03,-23.84,-67.113,250.1,3.3 Ml, 84 km al E de Socaire
2021-10-23 16:43:40,2021-10-23 19:43:40,-22.048,-68.676,109.7,3.6 Ml, 54 km al NE de Calama
2021-10-23 11:02:23,2021-10-23 14:02:23,-23.79,-67.045,252.0,3.2 Ml, 89 km al E de Socaire
2021-10-23 07:47:56,2021-10-23 10:47:56,-23.432,-67.46,254.6,2.8 Ml, 47 km al E de Socaire
2021-10-23 05:21:46,2021-10-23 08:21:46,-24.126,-67.49600000000001,188.6,4.8 Mw, 72 km al SE de Socaire
2021-10-22 23:08:56,2021-10-23 02:08:56,-23.587,-67.42399999999999,201.3,3.3 Ml, 47 km al E de Socaire
2021-10-22 17:09:03,2021-10-22 20:09:03,-23.012,-68.877,98.4,2.5 Ml, 47 km al E de Sierra Gorda.
2021-10-22 16:39:53,2021-10-22 19:39:53,-22.339,-67.903,192.5,3.4 Ml, 71 km al NE de San Pedro de Atacama
2021-10-22 10:59:35,2021-10-22 13:59:35,-22.013,-70.431,25.6,2.6 Ml, 25 km al O de Tocopilla
2021-10-22 10:45:13,2021-10-22 13:45:13,-23.962,-67.127,214.6,2.8 Ml, 88 km al SE de Socaire
2021-10-22 08:14:51,2021-10-22 11:14:51,-22.156,-69.14699999999999,98.5,4.2 Ml, 41 km al NO de Calama
2021-10-21 22:24:42,2021-10-22 01:24:42,-21.868,-68.887,115.2,3.2 Ml, 67 km al N de Calama
2021-10-21 17:43:26,2021-10-21 20:43:26,-22.845,-67.301,258.7,3.6 Ml, 92 km al E de San Pedro de Atacama
2021-10-21 07:57:27,2021-10-21 10:57:27,-24.127,-67.484,221.3,3.9 Ml, 73 km al SE de Socaire
2021-10-21 07:01:50,2021-10-21 10:01:50,-23.13300000000001,-68.73899999999999,102.1,3.5 Ml, 60 km al O de San Pedro de Atacama
2021-10-21 04:31:17,2021-10-21 07:31:17,-22.227,-68.607,121.6,3.1 Ml, 43 km al NE de Calama
2021-10-20 17:20:20,2021-10-20 20:20:20,-21.989,-69.797,81.4,3.1 Ml, 42 km al N de María Elena
2021-10-20 14:59:50,2021-10-20 17:59:50,-22.112,-68.721,116.5,3.1 Ml, 45 km al NE de Calama
2021-10-20 11:12:48,2021-10-20 14:12:48,-24.111,-67.564,198.3,3.2 Ml, 67 km al SE de Socaire
2021-10-20 08:37:21,2021-10-20 11:37:21,-22.419,-67.818,191.8,2.9 Ml, 68 km al NE de San Pedro de Atacama
2021-10-20 07:18:13,2021-10-20 10:18:13,-22.237,-68.63,108.5,2.8 Ml, 40 km al NE de Calama
2021-10-20 04:15:00,2021-10-20 07:15:00,-22.171,-68.686,119.5,2.5 Ml, 42 km al NE de Calama
2021-10-20 01:09:02,2021-10-20 04:09:02,-25.53,-70.96300000000002,48.0,3.2 Ml, 50 km al O de Taltal
2021-10-15 00:53:27,2021-10-15 03:53:27,-24.304,-69.277,200.0,4.4 Ml, 23 km al O de Mina La Escondida.
2021-10-14 19:11:26,2021-10-14 22:11:26,-24.048,-67.85600000000001,232.9,2.7 Ml, 51 km al S de Socaire
2021-10-14 18:51:56,2021-10-14 21:51:56,-23.95300000000001,-67.328,227.6,3.9 Ml, 70 km al SE de Socaire
2021-10-14 15:23:03,2021-10-14 18:23:03,-24.12,-67.53399999999999,217.9,4.2 Mw, 69 km al SE de Socaire
2021-10-14 13:23:55,2021-10-14 16:23:55,-24.029,-67.46,225.1,3.5 Ml, 66 km al SE de Socaire
2021-10-14 11:46:22,2021-10-14 14:46:22,-23.998,-67.209,235.8,3.5 Ml, 83 km al SE de Socaire
2021-10-13 23:31:08,2021-10-14 02:31:08,-21.752,-70.003,79.7,3.0 Ml, 43 km al NE de Tocopilla
2021-10-13 23:01:59,2021-10-14 02:01:59,-22.385,-69.235,87.0,3.2 Ml, 33 km al O de Calama
2021-10-12 01:35:44,2021-10-12 04:35:44,-23.249,-69.257,94.4,3.9 Ml, 39 km al S de Sierra Gorda.
2021-10-11 16:20:58,2021-10-11 19:20:58,-22.073,-68.581,118.5,3.0 Ml, 57 km al NE de Calama
2021-10-10 23:14:51,2021-10-11 02:14:51,-22.39,-67.518,197.9,4.0 Ml, 91 km al NE de San Pedro de Atacama
2021-10-10 21:08:16,2021-10-11 00:08:16,-21.824,-68.681,112.8,3.6 Ml, 76 km al N de Calama
2021-10-10 20:46:34,2021-10-10 23:46:34,-21.817,-68.848,123.3,3.5 Ml, 73 km al N de Calama
2021-10-10 20:21:46,2021-10-10 23:21:46,-23.085,-67.054,247.9,4.6 Mw, 102 km al NE de Socaire
2021-10-10 15:43:23,2021-10-10 18:43:23,-21.785,-68.456,123.7,4.1 Ml, 66 km al S de Ollagüe
2021-10-10 11:42:47,2021-10-10 14:42:47,-25.103,-71.3,36.0,3.0 Ml, 89 km al O de Taltal
2021-10-10 11:03:14,2021-10-10 14:03:14,-23.84,-67.171,250.0,3.8 Ml, 78 km al E de Socaire
2021-10-10 08:50:22,2021-10-10 11:50:22,-23.495,-69.385,84.3,2.6 Ml, 50 km al E de Baquedano
2021-10-10 07:58:58,2021-10-10 10:58:58,-25.467,-69.098,134.0,3.9 Ml, 101 km al NE de El Salvador
2021-10-10 01:30:31,2021-10-10 04:30:31,-24.662,-69.502,84.4,3.2 Ml, 63 km al SO de Mina La Escondida.
2021-10-09 18:12:03,2021-10-09 21:12:03,-23.951,-67.247,227.1,2.9 Ml, 77 km al SE de Socaire
2021-10-09 12:00:48,2021-10-09 15:00:48,-25.688,-68.949,105.1,3.0 Ml, 91 km al NE de El Salvador
2021-10-09 11:51:36,2021-10-09 14:51:36,-25.564,-70.707,30.7,2.8 Ml, 28 km al SO de Taltal
2021-10-09 11:13:08,2021-10-09 14:13:08,-21.981,-68.671,118.5,2.6 Ml, 61 km al NE de Calama
2021-10-09 09:23:47,2021-10-09 12:23:47,-23.128,-68.309,146.2,2.6 Ml, 26 km al SO de San Pedro de Atacama
2021-10-09 04:15:13,2021-10-09 07:15:13,-21.76,-68.839,111.2,4.1 Ml, 73 km al E de Quillagua
2021-10-08 21:27:52,2021-10-09 00:27:52,-23.875,-67.013,207.7,2.7 Ml, 95 km al E de Socaire
2021-10-08 21:01:32,2021-10-09 00:01:32,-25.01,-68.825,120.9,2.7 Ml, 86 km al S de Mina La Escondida.
2021-10-08 17:40:36,2021-10-08 20:40:36,-24.016,-66.915,206.3,3.4 Ml, 110 km al SE de Socaire
2021-10-08 15:08:15,2021-10-08 18:08:15,-22.014,-68.609,125.0,2.6 Ml, 61 km al NE de Calama
